Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Tecnicos,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Id Solicitud,Sección y localidad catastral,Tipo de acuifero,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Número de Padrón,Dias_Demora,Es_Riego
Proyecto de Aprovechamiento,SGRH-97040200352-242.001,2007-07-14,Registrada,SALTO,SALTO,"Rodríguez, Jorge",1997-04-22,1997-07-14,1997-08-08,23.0,40500,Riego,Hortalizas,-31.41738468,-57.94553442,12.0,3.0,1920,247134,1.0,,48.0,0.15,22.5,10.9,16.0,Nueva,Autorización,27290,83.0,1
Proyecto de Aprovechamiento,SGRH-97040200354-244.001,2007-07-10,Registrada,FRAY BENTOS,COLONIA,"Rodríguez, Jorge",1997-04-22,1997-07-10,1997-08-08,3.0,5400,Riego,Frutales,-33.97309964,-58.29858452,12.0,3.0,1920,247136,6.0,,50.0,0.15,3.0,5.0,34.5,Nueva,Autorización,16653,79.0,1
Proyecto de Aprovechamiento,SGRH-97040200356-246.001,2010-07-21,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-04-22,1997-07-21,1997-08-08,10.0,18000,Riego,Hortalizas,-32.28997265,-58.06082919,12.0,3.0,1920,247138,12.0,,49.0,0.15,10.0,26.5,30.5,Nueva,Autorización,394,90.0,1
Proyecto de Aprovechamiento,SGRH-97040200357-247.001,2010-08-08,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-04-22,1997-07-17,1997-09-11,9.0,15000,Riego,Frutales,-32.29434279,-57.93410711,12.0,3.0,1920,247139,2.0,,61.0,0.15,9.0,18.0,34.0,Nueva,Autorización,676,86.0,1
Proyecto de Aprovechamiento,SGRH-97040200434-251.001,2007-05-28,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",1997-05-16,1997-05-28,1997-06-19,26.0,46800,Riego,Hortalizas,-34.59536256,-56.26570775,12.0,3.0,1600,247143,1.0,,136.0,0.15,26.0,15.0,,Nueva,Autorización,60198,12.0,1
Proyecto de Aprovechamiento,SGRH-97040200438-255.001,2007-05-29,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-05-16,1997-05-29,1997-06-26,24.0,24000,Riego,Hortalizas,-34.76280878,-56.17172724,12.0,3.0,1600,247147,17.0,,40.0,0.15,24.0,11.0,12.64,Nueva,Autorización,94685,13.0,1
Proyecto de Aprovechamiento,SGRH-97040200442-257.002,2007-05-28,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",1997-05-16,1997-05-28,1997-06-26,1.8,32000,Riego,Frutales,-34.51090016,-56.28821476,12.0,3.0,1600,247151,1.0,,37.0,0.15,20.0,14.0,42.6,Nueva,Autorización,1812,12.0,1
Proyecto de Aprovechamiento,SGRH-97040200467-264.001,2009-07-09,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-05-26,1997-07-09,1997-08-08,11.5,15000,Riego,Frutales,-34.76377491,-56.14988572,12.0,3.0,1920,247160,17.0,,53.0,0.15,11.5,17.0,44.65,Nueva,Autorización,180411,44.0,1
Proyecto de Aprovechamiento,SGRH-97040200468-263.001,2009-07-09,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-05-24,1999-07-09,,22.0,27500,Riego,Frutales,-34.76286722,-56.15206645,12.0,3.0,1920,247161,17.0,,51.0,0.15,22.0,15.0,42.0,Nueva,Autorización,180411,776.0,1
Proyecto de Aprovechamiento,SGRH-97040200501-282.001,2007-09-03,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",1997-05-30,1997-09-03,1997-10-03,28.0,42000,Riego,Frutales,-34.57672497,-56.23530635,12.0,3.0,1920,247175,1.0,,90.0,0.15,28.0,10.5,38.4,Nueva,Autorización,40808,96.0,1
Proyecto de Aprovechamiento,SGRH-97040200511-291.001,2009-08-12,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-05-30,1997-08-12,1997-09-04,9.2,16560,Riego,Hortalizas,-34.89208297,-56.31616749,12.0,3.0,1920,247185,13.0,,62.0,0.15,9.2,24.4,45.3,Nueva,Autorización,183699,74.0,1
Proyecto de Aprovechamiento,SGRH-97040200520-300.001,2010-02-17,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-05-30,1998-02-17,1998-04-27,9.0,16200,Riego,Hortalizas,-32.34051535,-58.027044,12.0,3.0,1920,247189,2.0,,45.0,0.15,9.0,16.0,25.4,Nueva,Autorización,1206,263.0,1
Proyecto de Aprovechamiento,SGRH-97040200522-298.001,2008-02-18,Registrada,SALTO,SALTO,"Rodríguez, Jorge",1997-05-30,1998-02-18,1998-04-27,10.0,18000,Riego,Frutales,-31.40095731,-57.81901921,12.0,3.0,1920,247191,,,53.0,0.15,10.0,12.0,15.0,Nueva,Autorización,3231,264.0,1
Proyecto de Aprovechamiento,SGRH-97040200542-304.001,2010-08-08,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-06-06,1997-08-08,1997-09-11,24.0,30000,Riego,Frutales,-32.34365978,-58.02765202,12.0,3.0,1920,247196,2.0,,58.0,0.15,24.0,18.0,26.0,Nueva,Autorización,1214,63.0,1
Proyecto de Aprovechamiento,SGRH-97040200546-303.001,2009-10-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-06-06,1997-11-07,1998-02-27,15.0,45000,Riego,Hortalizas,-34.74305049,-56.14706827,12.0,3.0,1920,247200,17.0,,45.0,0.15,15.0,22.0,38.0,Nueva,Autorización,161924,154.0,1
Proyecto de Aprovechamiento,SGRH-97040200548-301.001,2010-08-28,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-06-06,1997-08-28,1997-09-11,29.0,52200,Riego,Frutales,-32.41072367,-57.95544059,12.0,3.0,1920,247202,2.0,,50.0,0.15,29.0,9.0,28.0,Nueva,Autorización,1689,83.0,1
Proyecto de Aprovechamiento,SGRH-97040200578-309.001,2010-08-11,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1997-06-17,1997-08-11,1997-09-11,29.0,52200,Riego,Hortalizas,-32.33468488,-58.0507917,12.0,3.0,1920,247204,2.0,,55.0,0.15,29.0,20.0,33.0,Nueva,Autorización,1207,55.0,1
Proyecto de Aprovechamiento,SGRH-97040200579-310.001,2007-11-06,Registrada,MONTEVIDEO,MALDONADO,"Rodríguez, Jorge",1997-06-17,1997-11-06,1998-03-02,20.0,36000,Riego,Hortalizas,-34.8786002,-55.19438023,12.0,3.0,1920,247205,3.0,,60.0,0.15,20.0,7.0,43.7,Nueva,Autorización,409,142.0,1
Proyecto de Aprovechamiento,SGRH-97040200582-313.001,2007-09-03,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",1997-06-17,1997-09-03,1997-10-03,11.2,18000,Riego,Frutales,-34.71056992,-56.15730268,12.0,3.0,1920,247208,4.0,,55.0,0.15,11.2,4.2,32.5,Nueva,Autorización,5319,78.0,1
Proyecto de Aprovechamiento,SGRH-97040200638-318.001,2010-03-18,Registrada,SALTO,SALTO,"-, -",1997-07-11,1998-03-18,1998-04-27,0.2,360,Consumo humano,Uso doméstico,-31.3895444,-57.96581631,12.0,11.0,1440,247214,1.0,,42.0,0.15,0.2,,,Nueva,Autorización,,250.0,0
Proyecto de Aprovechamiento,SGRH-97040200736-324.001,2007-11-06,Registrada,MONTEVIDEO,MONTEVIDEO,"Drever, Joan Peter",1997-08-21,1997-11-06,1997-12-18,20.0,43200,Riego,Hortalizas,-34.76069106,-56.12420477,12.0,8.0,2160,247221,17.0,,35.0,0.15,20.0,,,Nueva,Autorización,92610,77.0,1
Proyecto de Aprovechamiento,SGRH-97040200773-321.001,2007-09-16,Registrada,ARTIGAS,ARTIGAS,"Meirelles, Miguel",1997-01-01,1997-09-16,1997-10-03,0.18,1200,Otros usos,Turismo/Recreación,-30.40540297,-56.46635576,12.0,11.0,5760,247224,1.0,AMBOS,60.0,0.15,0.18,,,Nueva,Autorización,715,258.0,0
Proyecto de Aprovechamiento,SGRH-97040200853-333.001,2008-03-02,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-09-01,1998-03-02,1998-04-29,1.65,2970,Riego,Hortalizas,-34.74071109,-56.1759962,12.0,3.0,1920,247226,9.0,,37.0,0.15,1.7,8.0,31.0,Nueva,Autorización,9478,182.0,1
Proyecto de Aprovechamiento,SGRH-97040200859-329.001,2009-03-02,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-09-15,1999-03-02,,5.0,9000,Riego,Hortalizas,-34.73572092,-56.18634685,12.0,3.0,1920,247231,9.0,,35.0,0.15,5.0,9.0,29.5,Nueva,Autorización,43982,533.0,1
Proyecto de Aprovechamiento,SGRH-97040200955-338.001,2008-04-16,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-04-16,1998-05-28,45.0,81000,Riego,Hortalizas,-33.43140058,-58.30121454,12.0,3.0,1920,247238,2.0,,29.0,0.15,45.0,5.0,8.0,Nueva,Autorización,214,192.0,1
Proyecto de Aprovechamiento,SGRH-97040200956-344.001,2008-03-25,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-25,1998-04-29,45.0,81000,Riego,Hortalizas,-33.43320208,-58.30126625,12.0,3.0,1920,247239,,,33.0,0.15,45.0,5.0,9.0,Nueva,Autorización,8370,170.0,1
Proyecto de Aprovechamiento,SGRH-97040200958-343.001,2008-03-12,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-12,,9.0,16200,Riego,Hortalizas,-33.58244744,-58.22911384,12.0,3.0,1920,247241,,,54.0,0.15,9.0,16.0,37.1,Nueva,Autorización,3511,157.0,1
Proyecto de Aprovechamiento,SGRH-97040200959-342.001,2008-03-25,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-25,1998-04-29,24.0,43200,Riego,Hortalizas,-33.43832316,-58.33312549,12.0,3.0,1920,247242,,,76.0,0.15,24.0,8.0,14.0,Nueva,Autorización,4543,170.0,1
Proyecto de Aprovechamiento,SGRH-97040200960-341.001,2008-03-24,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-24,1998-04-29,4.5,8100,Riego,Hortalizas,-33.55687014,-58.22355304,12.0,3.0,1920,247243,,,39.0,0.15,4.5,8.5,23.2,Nueva,Autorización,5717,169.0,1
Proyecto de Aprovechamiento,SGRH-97040200961-340.001,2008-03-02,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-02,1998-04-29,20.0,36000,Riego,Hortalizas,-33.54935738,-58.23895086,12.0,3.0,1920,247244,3.0,,56.0,0.15,20.0,10.0,39.6,Nueva,Autorización,9732,147.0,1
Proyecto de Aprovechamiento,SGRH-97040200962-339.001,2008-03-24,Registrada,FRAY BENTOS,SORIANO,"Rodríguez, Jorge",1997-10-06,1998-03-24,1998-04-29,4.3,7740,Riego,Hortalizas,-33.54890699,-58.2389382,12.0,3.0,1920,247245,3.0,,47.0,0.15,4.3,7.5,31.4,Nueva,Autorización,9732,169.0,1
Proyecto de Aprovechamiento,SGRH-97040201054-386.001,2008-03-19,Registrada,SAN JOSÉ ESTE,SAN JOSÉ,"Rodríguez, Jorge",1997-11-07,1998-03-19,1998-04-29,6.0,9000,Riego,Frutales,-34.45429675,-56.45106596,12.0,3.0,1920,247246,2.0,,30.0,0.15,6.0,6.3,23.0,Nueva,Autorización,8278,132.0,1
Proyecto de Aprovechamiento,SGRH-97040201095-358.001,2008-03-30,Registrada,FRAY BENTOS,COLONIA,"Rodríguez, Jorge",1997-11-12,1998-03-30,,7.0,12600,Riego,Hortalizas,-33.97083258,-58.29927534,12.0,3.0,1920,247259,,,43.0,0.15,7.0,11.7,21.0,Nueva,Autorización,9766,138.0,1
Proyecto de Aprovechamiento,SGRH-97040201132-371.001,2009-04-24,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1997-11-24,1998-04-24,1998-06-04,1.7,3060,Riego,Frutales,-34.78433231,-56.20623949,12.0,3.0,1800,247267,,,70.0,0.15,1.7,5.0,66.5,Nueva,Autorización,44520,151.0,1
Proyecto de Aprovechamiento,SGRH-97040201134-370.001,2008-04-24,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",1997-11-24,1998-04-24,1998-05-28,20.0,36000,Riego,Cereales/Oleaginosas,-34.59976545,-56.71687814,12.0,3.0,1800,247269,6.0,,44.0,0.15,20.0,14.0,24.1,Nueva,Autorización,15322,151.0,1
Proyecto de Aprovechamiento,SGRH-97040201178-368.001,2007-08-28,Registrada,MONTEVIDEO,MONTEVIDEO,"Petrini Ramos, Luis Ernesto",1997-11-25,1997-12-04,1998-01-29,2.0,9600,Riego,Otros,-34.80548234,-56.05170585,12.0,9.0,3200,247281,7.0,,55.0,0.15,2.0,,,Nueva,Autorización,2009,9.0,1
Proyecto de Aprovechamiento,SGRH-97040205777-308.001,2007-08-15,Registrada,FRAY BENTOS,COLONIA,"Rodríguez, Jorge",1997-06-17,1997-08-15,,3.0,5400,Riego,Frutales,-33.97976552,-58.28093021,12.0,3.0,1920,247294,6.0,,30.0,0.15,3.0,5.0,8.5,Nueva,Autorización,5753,59.0,1
Proyecto de Aprovechamiento,SGRH-98040200431-787.001,2008-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-05-04,2001-10-09,2001-10-05,18.0,32400,Riego,Frutales,-31.4512635,-57.99468532,12.0,3.0,2160,247473,1.0,,56.0,0.15,18.0,12.0,40.0,Nueva,Autorización,4812,158.0,1
Proyecto de Aprovechamiento,SGRH-98040200436-404.001,2010-10-10,Registrada,SALTO,SALTO,"Rodríguez, Jorge",1999-03-22,2000-10-10,2000-10-18,8.3,33000,Riego,Frutales,-31.37019075,-57.93710526,12.0,3.0,2160,247478,3.0,,52.0,0.15,8.3,13.8,39.0,Nueva,Autorización,21388,568.0,1
Proyecto de Aprovechamiento,SGRH-98040200437-790.001,2008-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-05-04,2001-10-03,2001-10-05,20.4,36720,Riego,Hortalizas,-31.38541461,-57.80397214,12.0,3.0,2160,247479,1.0,,32.0,0.15,20.4,13.0,28.0,Nueva,Autorización,4492,152.0,1
Proyecto de Aprovechamiento,SGRH-98040200438-514.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1998-06-04,2000-10-19,2000-10-25,24.0,23760,Riego,Hortalizas,-32.3383981,-57.99354368,12.0,3.0,1920,247480,4.0,,91.0,0.15,24.0,13.0,40.0,Nueva,Autorización,,868.0,1
Proyecto de Aprovechamiento,SGRH-98040200445-677.001,2011-04-18,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-02-22,2001-04-18,2001-04-30,11.2,48150,Riego,Frutales,-31.46624881,-57.90772845,12.0,3.0,2160,247487,4.0,,37.0,0.15,11.2,13.0,26.0,Nueva,Autorización,9197,55.0,1
Proyecto de Aprovechamiento,SGRH-98040200446-1365.001,2008-03-07,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-12-04,2002-03-07,2002-03-12,6.5,37000,Riego,Frutales,-31.46349299,-57.91082229,12.0,3.0,2160,247488,4.0,,65.0,0.15,6.5,13.0,42.0,Nueva,Autorización,9198,93.0,1
Proyecto de Aprovechamiento,SGRH-98040200449-406.001,2010-09-13,Registrada,SALTO,SALTO,"Rodríguez, Jorge",1999-03-22,2000-09-13,2000-09-15,12.0,39600,Riego,Hortalizas,-31.38366855,-57.91271269,12.0,3.0,1920,247491,3.0,,57.0,0.15,12.0,13.0,21.0,Nueva,Autorización,21430,541.0,1
Proyecto de Aprovechamiento,SGRH-99040200241-409.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,"-, -",1999-03-23,2000-12-26,2001-01-15,8.5,13200,Riego,Hortalizas,-32.3178576,-57.81999993,12.0,3.0,1920,247700,1.0,,55.0,0.15,8.5,18.0,34.0,Nueva,Autorización,2052,644.0,1
Proyecto de Aprovechamiento,SGRH-99040200246-414.001,2010-10-10,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-23,2000-10-10,2000-10-18,12.0,19800,Riego,Hortalizas,-32.38772958,-57.98198645,12.0,3.0,2160,247705,4.0,,50.0,0.15,12.0,18.0,30.0,Nueva,Autorización,1138,567.0,1
Proyecto de Aprovechamiento,SGRH-99040200247-415.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-23,2000-10-27,2000-11-02,12.0,264000,Riego,Hortalizas,-32.34229951,-58.00245166,12.0,3.0,1920,247706,1.0,,50.0,0.15,12.0,29.0,35.0,Nueva,Autorización,3225,584.0,1
Proyecto de Aprovechamiento,SGRH-99040200248-416.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-23,2000-10-27,2000-11-02,24.0,33000,Riego,Hortalizas,-32.34412191,-57.94908062,12.0,3.0,2160,247707,2.0,,50.0,0.15,24.0,24.0,32.0,Nueva,Autorización,1136,584.0,1
Proyecto de Aprovechamiento,SGRH-99040200250-419.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-23,2000-12-26,2001-01-16,14.0,46200,Riego,Hortalizas,-32.34469192,-58.02024385,12.0,3.0,2160,247709,2.0,,50.0,0.15,14.0,24.0,29.0,Nueva,Autorización,3307,644.0,1
Proyecto de Aprovechamiento,SGRH-99040200251-418.001,2010-12-26,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-23,2000-12-26,2001-01-16,12.0,26400,Riego,Forraje/Pradera/Semillas,-32.41236688,-58.01658662,12.0,3.0,2160,247710,1.0,,75.0,0.15,12.0,19.0,30.0,Nueva,Autorización,1016,644.0,1
Proyecto de Aprovechamiento,SGRH-99040200257-421.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-27,2000-11-02,15.0,27000,Riego,Cereales/Oleaginosas,-32.40477303,-58.01268172,12.0,3.0,2160,247712,2.0,,62.0,0.15,15.0,21.5,40.0,Nueva,Autorización,1757,583.0,1
Proyecto de Aprovechamiento,SGRH-99040200258-422.001,2010-11-03,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-11-03,2000-11-09,20.0,36000,Riego,Cereales/Oleaginosas,-31.9231421,-57.89324535,12.0,3.0,2160,247713,4.0,,80.0,0.15,20.0,6.0,55.0,Nueva,Autorización,7813,590.0,1
Proyecto de Aprovechamiento,SGRH-99040200260-424.001,2010-10-19,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-19,2000-10-25,24.0,46200,Riego,Cereales/Oleaginosas,-31.92328116,-57.88479183,12.0,3.0,2160,247715,4.0,,90.0,0.15,24.0,14.0,28.0,Nueva,Autorización,7531,575.0,1
Proyecto de Aprovechamiento,SGRH-99040200261-425.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-19,2000-10-25,18.0,32400,Riego,Hortalizas,-32.34228767,-57.97717799,12.0,3.0,2160,247716,1.0,,50.0,0.15,18.0,25.0,31.0,Nueva,Autorización,3594,575.0,1
Proyecto de Aprovechamiento,SGRH-99040200262-429.001,2010-10-19,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-19,2000-10-27,21.0,37800,Riego,Frutales,-31.92770915,-57.88964889,12.0,3.0,1920,247717,4.0,,86.0,0.15,21.0,12.5,29.0,Nueva,Autorización,7536,575.0,1
Proyecto de Aprovechamiento,SGRH-99040200264-427.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-19,2000-10-25,24.0,43200,Riego,Hortalizas,-32.34230136,-58.00234551,12.0,3.0,2160,247719,2.0,AMBOS,70.0,0.15,24.0,27.0,34.0,Nueva,Autorización,1188,575.0,1
Proyecto de Aprovechamiento,SGRH-99040200265-426.001,2007-12-05,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-03-24,2000-10-27,2000-11-02,5.5,19800,Riego,Forraje/Pradera/Semillas,-32.41208545,-58.03252046,12.0,3.0,2160,247720,1.0,,70.0,0.15,5.5,4.0,57.0,Nueva,Autorización,5878,583.0,1
Proyecto de Aprovechamiento,SGRH-99040200284-440.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-04-08,2000-10-19,2000-10-25,18.0,38100,Riego,Frutales,-34.81551941,-56.3031204,12.0,3.0,1920,247729,16.0,,45.0,0.15,18.0,7.0,15.0,Nueva,Autorización,176018,560.0,1
Proyecto de Aprovechamiento,SGRH-99040200288-437.001,2010-10-27,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-04-08,2000-10-27,2000-11-02,6.1,42900,Riego,Hortalizas,-34.74663248,-56.15527376,12.0,3.0,1920,247733,17.0,,52.7,0.15,6.1,16.0,48.0,Nueva,Autorización,161927,568.0,1
Proyecto de Aprovechamiento,SGRH-99040200357-447.001,2009-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-05-11,1999-11-19,1999-11-24,18.0,29000,Riego,Hortalizas,-32.34774017,-57.9746537,12.0,3.0,1920,247737,1.0,,65.0,0.15,18.0,16.0,46.0,Nueva,Autorización,4082,192.0,1
Proyecto de Aprovechamiento,SGRH-99040200358-446.001,2010-09-18,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-05-11,2000-09-18,2000-10-12,12.0,19800,Riego,Hortalizas,-32.3988973,-58.01360089,12.0,3.0,1920,247738,2.0,,65.0,0.15,12.0,24.0,48.0,Nueva,Autorización,1726,496.0,1
Proyecto de Aprovechamiento,SGRH-99040200443-462.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-06-22,2001-12-03,2001-12-06,12.0,33000,Riego,Hortalizas,-34.85827021,-56.31869002,12.0,3.0,2160,247744,13.0,,30.0,0.15,12.0,6.0,26.0,Nueva,Autorización,143174,895.0,1
Proyecto de Aprovechamiento,SGRH-99040200446-458.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-07-22,2000-10-19,2000-10-25,3.5,22680,Riego,Hortalizas,-34.74839965,-56.16729432,12.0,3.0,2160,247747,17.0,,44.0,0.15,3.5,4.0,30.0,Nueva,Autorización,149802,455.0,1
Proyecto de Aprovechamiento,SGRH-99040200449-455.001,2010-10-10,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-07-22,2000-10-10,2000-10-18,6.0,9520,Riego,Frutales,-34.82940752,-56.35348975,12.0,3.0,2160,247750,13.0,,77.0,0.15,6.0,3.0,49.3,Nueva,Autorización,192539,446.0,1
Proyecto de Aprovechamiento,SGRH-99040200452-452.001,2010-10-27,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-06-22,2000-10-27,2000-11-02,4.8,23800,Riego,Frutales,-34.72667101,-56.13771946,12.0,3.0,2160,247753,11.0,,51.0,0.15,4.8,1.0,43.0,Nueva,Autorización,1021,493.0,1
Proyecto de Aprovechamiento,SGRH-99040200455-449.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-06-22,2000-10-19,2000-10-25,3.0,198000,Riego,Hortalizas,-34.75445227,-56.1312795,12.0,3.0,1920,247756,16.0,,40.0,0.15,3.0,12.5,38.0,Nueva,Autorización,92606,485.0,1
Proyecto de Aprovechamiento,SGRH-99040200625-472.001,2008-10-15,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-08-06,2000-10-10,2000-10-19,3.0,7140,Riego,Frutales,-34.80482428,-56.27278408,12.0,3.0,2160,247797,21.0,,67.0,0.15,3.0,7.9,57.0,Nueva,Autorización,167230,431.0,1
Proyecto de Aprovechamiento,SGRH-99040200627-480.001,2010-10-19,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-08-06,2000-10-19,2000-10-27,5.5,33300,Riego,Frutales,-34.73405341,-56.14102519,12.0,3.0,2160,247799,,,88.0,0.15,5.5,18.0,75.0,Nueva,Autorización,198942,440.0,1
Proyecto de Aprovechamiento,SGRH-99040200767-515.001,2010-10-10,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-09-15,2000-10-10,2000-10-18,7.2,42840,Riego,Frutales,-34.73497148,-56.13502344,12.0,3.0,1920,247824,11.0,,60.5,0.15,7.2,4.0,34.5,Nueva,Autorización,100563,391.0,1
Proyecto de Aprovechamiento,SGRH-99040200876-528.001,2010-09-14,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-10-18,2000-09-14,2000-09-15,18.0,19500,Riego,Frutales,-34.81759646,-56.3441203,12.0,3.0,1920,247844,13.0,,44.0,0.15,18.0,8.0,26.0,Nueva,Autorización,191469,332.0,1
Proyecto de Aprovechamiento,SGRH-99040200878-530.001,2010-09-15,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-01-01,2000-09-15,2000-09-18,3.0,5500,Riego,Hortalizas,-34.79663604,-56.19264078,12.0,3.0,1920,247846,9.0,,69.0,0.15,3.0,7.0,21.0,Nueva,Autorización,54562,623.0,1
Proyecto de Aprovechamiento,SGRH-99040200883-518.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-10-18,2000-10-19,2000-10-25,24.0,30000,Riego,Frutales,-32.33472383,-58.02318577,12.0,3.0,1920,247850,3.0,,60.0,0.15,24.0,18.0,31.0,Nueva,Autorización,1125,367.0,1
Proyecto de Aprovechamiento,SGRH-99040200888-522.001,2010-10-10,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-10-18,2000-10-10,2000-10-19,24.0,24000,Riego,Frutales,-32.36702826,-57.95387149,12.0,3.0,1920,247855,2.0,,55.0,0.15,24.0,,35.0,Nueva,Autorización,1228,358.0,1
Proyecto de Aprovechamiento,SGRH-99040200914-532.001,2010-10-20,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",1999-10-22,2000-10-20,2000-10-27,8.0,14400,Riego,Hortalizas,-34.83068334,-56.3403803,12.0,3.0,1920,247859,13.0,,50.0,0.15,8.0,30.0,42.0,Nueva,Autorización,144193,364.0,1
Proyecto de Aprovechamiento,SGRH-99040200915-533.001,2010-10-27,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",1999-10-22,2000-10-27,2000-11-02,22.0,39600,Riego,Hortalizas,-32.33777292,-57.97760077,12.0,3.0,1920,247860,18.0,,56.0,0.15,22.0,21.0,27.5,Nueva,Autorización,1003,371.0,1
