Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Tecnicos,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Id Solicitud,Sección y localidad catastral,Tipo de acuifero,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Número de Padrón,Dias_Demora,Es_Riego
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-45,2024-05-19,Registrada,SALTO,PAYSANDÚ,"Carrión, Roberto",2013-02-19,2013-05-17,2014-05-19,5.0,18000,Otros usos agropecuarios,Abrevadero de ganado,-31.48486699,-57.91593153,12.0,11.0,3600,242968,4.0,,51.5,152.0,5.0,26.0,36.0,Nueva,Permiso de uso,5643,87.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-451,2024-06-24,Registrada,FRAY BENTOS,COLONIA,"Montaño, Mauricio",2013-12-03,2014-06-24,2014-07-01,1.8,10368,Industrial,Alimentos y bebidas,-34.30561595,-57.21479909,12.0,11.0,6480,242970,10.0,,50.0,254.0,1.8,11.0,29.0,Nueva,Permiso de uso,22648,203.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-456,2024-06-23,Registrada,FRAY BENTOS,COLONIA,"Montaño, Mauricio",2013-12-06,2014-06-23,2014-07-02,1.0,5760,Industrial,Alimentos y bebidas,-34.30917266,-57.21901912,12.0,11.0,6480,242975,10.0,,35.0,254.0,1.0,8.0,15.0,Nueva,Permiso de uso,18487,199.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-459,2024-06-25,Registrada,FRAY BENTOS,COLONIA,"Montaño, Mauricio",2013-12-09,2014-06-25,2014-07-02,13.0,74880,Industrial,Alimentos y bebidas,-34.31082931,-57.21995947,12.0,11.0,5760,242978,10.0,,29.0,254.0,13.0,7.0,12.0,Nueva,Permiso de uso,18487,198.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-460,2024-05-23,Registrada,SAN JOSÉ,CANELONES,"Gagliardi, Sergio",2013-12-09,2014-05-23,2014-06-11,7.5,40500,Industrial,Alimentos y bebidas,-34.5873531,-56.19829168,12.0,11.0,5400,242980,1.0,,22.0,0.0,7.5,7.65,16.73,Nueva,Permiso de uso,44814,165.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-462,2024-02-20,Registrada,SAN JOSÉ ESTE,CANELONES,"Rodríguez, Norma",2013-12-10,2014-02-20,2014-03-07,4.8,34560,Industrial,Alimentos y bebidas,-34.29561057,-55.97123003,12.0,11.0,7200,242982,,AMBOS,60.0,350.0,4.8,20.0,46.0,Nueva,Permiso de uso,1709,72.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-463,2024-02-28,Registrada,SAN JOSÉ ESTE,CANELONES,"Rodríguez, Norma",2013-12-10,2014-02-28,2014-03-21,20.8,149760,Industrial,Alimentos y bebidas,-34.29599827,-55.97118737,12.0,11.0,7200,242983,,,103.0,0.35,20.8,30.0,65.0,Nueva,Permiso de uso,1709,80.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-465,2024-08-06,Registrada,ROCHA,MALDONADO,"Schipilov, Alejandro",2013-12-11,2014-08-06,2014-08-21,14.3,82368,Otros usos,Turismo/Recreación,-34.84886006,-54.90582293,12.0,11.0,5760,242985,6.0,,45.0,0.2,14.3,3.65,18.0,Nueva,Permiso de uso,25628,238.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-473,2024-07-02,Registrada,FRAY BENTOS,SORIANO,"Gagliardi, Sergio",2013-12-17,2014-05-17,2014-07-02,3.5,20160,Otros usos agropecuarios,Tambo,-33.70865137,-57.56400796,12.0,11.0,5760,242992,6.0,,32.0,152.4,3.5,12.0,25.0,Nueva,Permiso de uso,9433,151.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-49,2024-02-10,Registrada,MONTEVIDEO,MONTEVIDEO,"Carrión, Roberto",2013-02-20,2014-02-10,2014-02-20,3.5,20160,Otros usos,Otros,-34.90514242,-56.19931668,12.0,11.0,5760,243004,,,30.0,150.0,8.0,4.0,12.0,Nueva,Permiso de uso,5005,355.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-69,2024-01-22,Registrada,SAN JOSÉ ESTE,LAVALLEJA,"de los Santos, Jorge",2013-03-14,2014-01-22,2014-02-07,4.0,27456,Industrial,Envasado de agua,-34.40580853,-55.29389805,12.0,11.0,6864,243026,,,,,4.0,,,Nueva,Permiso de uso,4913,314.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-7,2024-03-17,Registrada,SALTO,SALTO,"Gagliardi, Sergio",2013-01-02,2013-05-17,2014-03-17,1.1,3960,Otros usos agropecuarios,Abrevadero de ganado,-31.11420747,-56.44587684,12.0,11.0,3600,243027,9.0,,84.0,152.4,1.1,,,Nueva,Permiso de uso,629,135.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-76,2024-01-16,Registrada,MONTEVIDEO,LAVALLEJA,"de los Santos, Jorge",2013-03-15,2014-01-16,2014-01-24,1.0,6864,Industrial,Envasado de agua,-34.42223164,-55.31581667,12.0,11.0,6864,243033,,,,,1.0,,,Renov/Modif,Permiso de uso,17247,307.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-8,2025-06-25,Registrada,FRAY BENTOS,COLONIA,"Ramírez, Carlos María",2013-01-03,2015-06-25,2015-09-03,10.0,3000,Industrial,Otros,-34.3389296,-57.23659128,12.0,11.0,300,243037,,,40.0,0.1,10.0,,20.0,Nueva,Permiso de uso,665,903.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-80,2023-05-15,Registrada,SAN JOSÉ,SAN JOSÉ,"Baccino, Gabriel",2013-03-19,2013-05-15,2013-06-12,10.0,57600,Industrial,Otros,-34.69417444,-56.52305846,12.0,11.0,5760,243038,,,52.0,152.0,10.0,12.0,24.0,Nueva,Permiso de uso,18944,57.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-88,2024-09-01,Registrada,TACUAREMBÓ,TACUAREMBÓ,"González Clavijo, María Fabiana",2013-03-22,2013-05-17,2014-09-01,3.78,13608,Otros usos agropecuarios,Abrevadero de ganado,-31.67902987,-56.0709741,12.0,11.0,3600,243046,6.0,,47.0,152.4,3.78,6.87,11.72,Nueva,Permiso de uso,1240,56.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-9,2024-09-17,Registrada,SALTO,SALTO,"González Clavijo, María Fabiana",2013-01-04,2013-05-17,2014-09-17,8.0,28800,Otros usos agropecuarios,Abrevadero de ganado,-31.34996895,-56.44135583,12.0,11.0,3600,243048,6.0,,34.0,203.2,8.0,7.0,,Nueva,Permiso de uso,786,133.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-90,2024-09-09,Registrada,TACUAREMBÓ,TACUAREMBÓ,"González, María Fernanda",2013-03-22,2013-05-17,2014-09-09,1.22,4392,Otros usos agropecuarios,Abrevadero de ganado,-31.73313,-56.04535226,12.0,11.0,3600,243049,6.0,,55.0,152.4,1.22,28.8,32.93,Nueva,Permiso de uso,7109,56.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-91,2024-01-15,Registrada,SAN JOSÉ ESTE,LAVALLEJA,"de los Santos, Jorge",2013-04-01,2014-01-15,2014-01-28,0.9,6178,Industrial,Envasado de agua,-34.40904184,-55.29976278,12.0,11.0,6864,243050,,,,,0.9,,,Renov/Modif,Permiso de uso,4913,289.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-94,2024-01-17,Registrada,SAN JOSÉ ESTE,LAVALLEJA,"de los Santos, Jorge",2013-04-02,2014-01-17,2014-01-28,3.5,24024,Industrial,Envasado de agua,-34.41580466,-55.30913147,12.0,11.0,6864,243053,,,,,3.5,,,Renov/Modif,Permiso de uso,4913,290.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-98,2024-05-16,Registrada,FRAY BENTOS,PAYSANDÚ,"Elizondo, Francisco",2013-04-05,2013-05-17,2014-05-16,3.4,19584,Otros usos agropecuarios,Tambo,-32.32166575,-57.80734389,12.0,11.0,5760,243057,2.0,,50.0,254.0,3.4,14.5,31.0,Nueva,Permiso de uso,2058,42.0,0
Proyecto de Aprovechamiento,SGRH-2013-10-004-0510-1-99,2024-05-16,Registrada,FRAY BENTOS,PAYSANDÚ,"Bonino García, Carlos María",2013-04-05,2013-05-17,2014-05-16,7.2,25920,Otros usos agropecuarios,Abrevadero de ganado,-32.43884747,-57.9566414,12.0,11.0,3600,243058,2.0,,37.0,203.2,7.2,15.0,,Nueva,Permiso de uso,145,42.0,0
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-109,2024-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Delpiano, Fernando",2014-03-25,2014-10-06,2014-10-13,18.0,10368,Riego,Frutales,-34.73479184,-56.1750085,12.0,3.0,576,243070,,,44.0,0.2,18.0,6.2,28.3,Renov/Modif,Permiso de uso,153378,195.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-120,2024-06-30,Registrada,SAN JOSÉ,CANELONES,"Formento Franzia, Antonio",2014-04-02,2015-03-09,2015-03-20,2.5,7500,Riego,Frutales,-34.56882767,-56.29909078,12.0,4.0,3000,243083,1.0,,61.0,152.4,2.5,15.0,40.21,Renov/Modif,Permiso de uso,4501,341.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-127,2024-06-30,Registrada,SAN JOSÉ,CANELONES,"Formento Franzia, Antonio",2014-04-04,2015-03-06,2015-03-20,2.5,7500,Riego,Frutales,-34.53029039,-56.29709619,12.0,4.0,3000,243090,,,68.0,152.4,2.5,12.5,56.0,Renov/Modif,Permiso de uso,61988,336.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-128,2024-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Jauregui, María R.",2014-04-04,2015-03-18,2015-04-08,12.0,5400,Riego,Hortalizas,-34.8220504,-56.37333404,12.0,4.0,450,243091,0.0,,81.0,149.2,12.0,13.2,16.77,Renov/Modif,Permiso de uso,198581,348.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-130,2024-06-30,Registrada,SAN JOSÉ,CANELONES,"Formento Franzia, Antonio",2014-04-04,2015-08-18,2015-09-28,5.0,15000,Riego,Frutales,-34.55331098,-56.34207796,12.0,4.0,3000,243094,3.0,,60.0,152.4,5.0,23.0,50.0,Renov/Modif,Permiso de uso,41104,501.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-133,2024-06-30,Registrada,MONTEVIDEO,CANELONES,"Formento Franzia, Antonio",2014-04-08,2015-03-18,2015-04-14,20.0,60000,Riego,Frutales,-34.65362128,-56.25870291,12.0,4.0,3000,243097,4.0,,25.0,152.4,20.0,3.0,19.0,Renov/Modif,Permiso de uso,15888,344.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-139,2024-06-30,Registrada,SAN JOSÉ,CANELONES,"Formento Franzia, Antonio",2014-04-09,2015-03-09,2015-04-14,9.0,27000,Riego,Frutales,-34.6948666,-56.1605639,12.0,4.0,3000,243103,4.0,,40.0,152.4,9.0,3.8,23.0,Renov/Modif,Permiso de uso,47964,334.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-141,2024-06-30,Registrada,SAN JOSÉ,CANELONES,"Baccino, Gabriel",2014-04-10,2015-04-07,2015-06-18,16.0,25920,Riego,Frutales,-34.58725239,-56.24070212,12.0,4.0,1620,243105,,,92.0,150.0,20.0,12.0,45.5,Renov/Modif,Permiso de uso,22618,362.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-143,2025-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Braña Pippolo, Gustavo M.",2014-04-10,2016-01-27,2016-03-17,14.0,14000,Riego,Hortalizas,-34.83787721,-56.34425372,12.0,9.0,1000,243107,,,50.0,152.0,24.0,13.0,40.0,Renov/Modif,Permiso de uso,420671,657.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-147,2024-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"-, -",2014-04-21,2015-02-05,2015-02-11,10.0,25200,Riego,Hortalizas,-34.83717645,-56.34171276,12.0,6.0,2520,243111,13.0,,52.0,160.0,12.5,15.0,12.5,Renov/Modif,Permiso de uso,410657,290.0,1
Proyecto de Aprovechamiento,SGRH-2014-10-004-0510-1-148,2024-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"-, -",2014-04-22,2014-10-17,2014-11-03,6.0,2880,Riego,Hortalizas,-34.83558854,-56.35404493,12.0,7.0,480,243112,13.0,,77.0,152.0,6.0,3.0,49.3,Renov/Modif,Permiso de uso,154999,178.0,1
